-0.09290223	0.04275969	-0.06766422	0.05422098	0.0142289605	-0.023683775	0.06905157	0.063803576	0.08524485	0.04818837	-0.096235126	-0.012520956	-0.09470331	-0.009443075	0.057871997	0.07909503
-0.07745808	0.020752735	-0.034616742	0.083915666	-0.023620121	-0.03917686	0.0825292	0.09207655	0.06334381	0.013158863	-0.061747514	0.029698139	-0.11103362	-0.061339285	0.109844595	0.0166932
-0.114430815	-0.0025825668	0.02476638	0.08997562	0.027098501	-0.022799328	0.0038396656	0.09128309	0.09260036	0.0133861145	-0.03275388	0.046721537	-0.15409881	-0.013682478	0.07329761	0.11060766
-0.028050028	0.01919262	-0.024193736	0.039323624	0.022542559	-0.07364521	0.07387005	0.036020014	0.10601081	0.022289788	0.002563016	-0.018383533	-0.1659464	0.014955986	0.08659184	0.12243008
-0.08899029	0.05912468	-0.016601786	0.070514426	0.03635715	0.012041506	0.004804656	0.06814751	0.032507926	0.0005848639	-0.07763907	0.00794591	-0.053543847	-0.023896595	0.15444662	0.09430118
-0.08363401	0.0056603095	-0.07016832	0.08078438	0.020306738	-0.029042374	0.06296329	0.07797936	0.019904573	-0.01756102	-0.033261098	0.0012803035	-0.16630076	0.03495209	0.08506583	0.041793667
-0.047836185	0.06092321	0.0091999285	0.029850576	-0.052038036	-0.09364678	0.06459856	0.06873573	0.010098304	-0.0464876	-0.098902285	0.050239738	-0.100448824	-0.074217945	0.07419339	0.08550833
-0.068382256	-0.026279137	-0.045603484	0.040534224	-0.03856346	-0.07883606	0.046201404	0.17280644	0.070229866	-0.114585035	-0.044291582	-0.015987677	-0.13491003	0.02146879	0.006557518	0.09840775
-0.10428331	-0.028124461	0.046403322	0.024166146	-0.030425476	-0.08839384	0.036544193	-0.020785665	0.0034652061	-0.04701174	-0.068367265	-0.0024726188	-0.10790475	0.04092405	0.04334829	0.07559094
-0.08171146	-0.03700776	-0.05837384	0.014781871	-0.030238653	-0.05958077	-0.008272728	0.040730223	0.05715861	-0.024128683	-0.115226515	-0.031343456	-0.08160168	0.024714043	0.13721375	0.05881945
-0.09466178	0.05826456	-0.04295079	-0.022547603	0.0076169744	-0.056860417	0.07708327	0.016403949	-0.05580525	-0.004955589	-0.09688274	-0.053424027	-0.14019467	-0.019361304	0.0911767	0.17823555
-0.051965505	0.06613539	-0.01666818	0.104640625	0.08507414	-0.06305001	0.01662284	0.030656742	0.0453346	-0.010837732	-0.074821055	0.013406186	-0.05707783	3.3218566e-05	0.08967614	-0.037457485
0.030054135	0.039466795	0.013496296	0.0035047454	0.018441	-0.07470761	0.05121093	0.022170601	-0.08354839	0.028573828	-0.023759274	-0.05372204	-0.13334122	-0.065876834	0.059573375	-0.03674173
0.01927743	0.025323814	0.05444981	0.08571063	0.011414185	-0.022069523	0.03788715	0.0049835145	0.010004132	-0.048554555	0.039527424	-0.12608336	0.05286448	-0.121831484	0.044981577	0.05941134
-0.1404451	0.028151687	-0.041093785	-0.00030926277	0.01855691	-0.13127284	-0.0059131035	0.10505657	0.0537701	0.03672471	0.013293866	-0.011367163	-0.12576105	-0.020034479	0.08483604	0.020499727
-0.03189897	0.04164005	-0.023558589	-0.010062815	0.029663548	-0.059666663	0.044105336	0.060596146	-0.01824167	0.09966293	0.0194857	0.05125315	-0.07412787	-0.04806359	0.0077786637	0.08004758
-0.009289478	0.005358964	-0.00029748483	0.06958284	0.031501524	0.041768577	0.030409982	0.08359173	0.04283109	0.012699203	-4.6899982e-05	0.053685527	-0.1454894	-0.03743654	0.09710903	0.0742337
0.029434837	-0.04547754	-0.10035265	-0.012934696	0.012782024	-0.07149437	0.097735144	0.0051062205	0.036360946	0.01634109	-0.089131795	-0.024877792	-0.09683922	-0.013850557	0.096568525	0.04056889
-0.001731618	0.062025238	-0.010482464	-0.002703735	-0.020960514	-0.0651898	0.0322283	0.030955756	-0.016884148	0.006271274	-0.056124583	-0.0042138128	-0.04159569	0.024253752	0.06798251	0.10597152
-0.012695475	-0.1268176	-0.050596446	0.08924173	-0.08484657	0.039074406	0.09018311	0.042549513	0.0967543	-0.025766559	0.011547315	0.0015315564	-0.111217536	0.016501278	0.021102406	0.09996226
-0.033995025	0.05010456	0.008969742	-0.011575734	-0.11413188	-0.055017345	-0.015233968	0.091767855	0.02364703	0.008743527	-0.0005551019	-0.027823579	-0.14033456	-0.015078041	-0.069631964	0.03237906
0.0417526	-0.025260318	0.0062232963	0.06459975	0.025386376	-0.0486509	-0.017754244	-0.010202395	-0.06265202	0.090228245	-0.122360945	-0.15278804	-0.1533669	0.02212313	-0.1016685	0.10277493
-0.18753526	-0.047541615	0.03601462	-0.0057246606	-0.039882287	-0.05515856	0.059112206	-0.062399425	0.09207741	0.08597371	-0.098615944	0.08697993	-0.09532156	-0.026377643	0.1263973	0.038577173
-0.034964167	-0.0038573814	-0.0579422	0.04446552	0.044580083	-0.041131146	-0.004726919	0.03637286	-0.029752532	-0.03923497	-0.020786347	-0.0071309735	-0.13132328	-0.06190189	0.058910027	-0.029491467
-0.035264153	-0.0030965097	-0.022468178	0.030050596	-0.0284469	0.06092773	0.0056382725	0.051132835	0.11303432	0.017379714	0.012146971	0.07288257	0.01358291	0.011444946	0.023062577	0.109149165
0.01533183	0.06305193	0.008242431	0.072798036	-0.026687056	0.031511024	0.0029043928	-0.040303174	0.042578503	0.068137065	-0.015056338	-0.0356391	-0.062496047	-0.034198448	0.016500859	0.057253066
